,a_length_bin,a_V_segment_spec,a_V_segment_agg,a_kidera1,a_kidera2,a_kidera3,a_kidera4,a_kidera5,a_kidera6,a_kidera7,a_kidera8,a_kidera9,a_kidera10,b_length_bin,b_V_segment_spec,b_V_segment_agg,b_kidera1,b_kidera2,b_kidera3,b_kidera4,b_kidera5,b_kidera6,b_kidera7,b_kidera8,b_kidera9,b_kidera10
a_length_bin,0.0,4.4637825423289203e-23,5.8418232899541865e-05,9.885716722136314e-41,2.4754564238746817e-55,0.01019033953274496,1.982132370674413e-23,0.00017915463208713873,1.067646677362922e-39,7.1332000364199345e-09,0.951030516851301,5.142450675005028e-168,1.1973986078846397e-23,2.333939659346489e-19,4.7210035841343204e-07,1.597593213966649e-05,0.7177130579442028,2.9665165264410943e-05,0.24297018633656156,0.7121048288920848,0.4166987951561234,0.020082194691557514,0.2165556825160323,0.6865635495982987,3.345166093031647e-05,0.1259793686155085
a_V_segment_spec,4.4637825423289203e-23,0.0,9.490887553232485e-08,1.1742915929708803e-11,0.019072532270275604,9.765277185442501e-44,4.6267020606605345e-06,0.0027066131567205403,3.4184825036195244e-11,6.254880355315968e-67,6.710145201640457e-29,6.819462499762516e-21,7.437871000768374e-07,0.11492775391924809,0.36658298662558875,0.09513263367018883,0.0007953251655661515,0.0002224679688115254,1.1150015033379613e-36,0.012055324955611785,4.389728503269811e-12,2.0551252350952346e-06,9.28842161237609e-07,0.00042861233702175884,0.2275523876007437,4.865772250784541e-10
a_V_segment_agg,5.8418232899541865e-05,9.490887553232485e-08,0.0,2.3770371263373516e-29,0.18958460280704337,0.3238424911628722,0.003499354076881926,0.027419181470892787,0.0014567859449934797,8.958052896239817e-06,2.530165032871323e-16,0.00019843791856645208,0.20859139620242215,1.691991725410016e-14,0.6109019986161457,0.08442385892231544,0.7781399917310335,0.015185456977626417,0.8420729756488624,0.0827365558267843,0.19483344907625727,0.8052944224401307,0.1397077057832868,0.02961852171084009,0.8057412504585617,0.010565248103204646
a_kidera1,9.885716722136314e-41,1.1742915929708803e-11,2.3770371263373516e-29,0.0,6.764869063569957e-13,3.002885711067753e-10,0.00036591326069108297,9.812165457316202e-66,0.04475450787138301,4.762305113162615e-15,1.768077517026881e-135,1.054976194420324e-56,0.7589224760741174,0.838551814245559,0.029778484661350992,0.6171387449848145,0.09226944569448849,0.014614370829397405,8.969232783186237e-05,0.21686594894309438,0.3296278670720757,0.061915950616918985,0.005709620018280364,0.0012212665038098505,0.3108810907094278,0.030198156114546335
a_kidera2,2.4754564238746817e-55,0.019072532270275604,0.18958460280704337,6.764869063569957e-13,0.0,5.332014123498728e-21,9.038241380119997e-32,7.197606044870845e-10,3.5053822053151694e-66,7.682752679744949e-58,9.639834339115946e-38,4.287068944712708e-274,0.021654141388357105,3.6953142345980656e-09,6.608565954423139e-19,0.9776601719276286,0.02166682271999895,1.2865687026789192e-07,3.09718046237896e-08,3.772433074041108e-08,3.496026475801616e-13,0.5859617247050357,2.3660984838108905e-13,3.4734099245621976e-16,0.7648886707419663,0.6033900092233502
a_kidera3,0.01019033953274496,9.765277185442501e-44,0.3238424911628722,3.002885711067753e-10,5.332014123498728e-21,0.0,0.457118477771138,3.0342276785163876e-66,0.00014208989932860722,1.3771292798261819e-27,8.882626437679151e-10,2.1305982689014773e-06,8.551014781086735e-07,0.000711262553523285,0.2985120612898847,0.00044723096806224545,0.19991288650140537,7.591909393983814e-05,1.8988456110158324e-12,4.178263805822571e-07,0.37477252629307856,1.9356978982568557e-10,0.005571125839386716,0.19340768009263917,0.07024021449161152,0.09624808200422051
a_kidera4,1.982132370674413e-23,4.6267020606605345e-06,0.003499354076881926,0.00036591326069108297,9.038241380119997e-32,0.457118477771138,0.0,8.884744748995579e-31,7.353709283831138e-93,0.7893707304646346,3.230429953840787e-18,1.355557661173229e-12,3.3180125075113034e-16,1.4178477623587667e-11,0.6100213866981747,0.2231374814699662,0.00026934179822512986,0.17347288410521683,0.7617147213420551,0.14283278807510352,0.0015388621872106584,0.37568263140814995,0.0001382766794571321,1.2150930508151375e-08,0.32269412896111704,0.5057467139507652
a_kidera5,0.00017915463208713873,0.0027066131567205403,0.027419181470892787,9.812165457316202e-66,7.197606044870845e-10,3.0342276785163876e-66,8.884744748995579e-31,0.0,4.735249808526438e-27,1.4907928481176645e-17,6.643902593325335e-23,1.541085402922936e-32,0.005861198077631298,0.005927711869719539,0.002158418937217215,0.8136556966024964,0.463975497215816,0.10855947736631327,0.8070420386767986,1.2848624714025657e-05,0.23978653845302447,0.0014607599441838223,0.45264202574371215,0.01964120138599926,0.021217744405833253,0.769531892938917
a_kidera6,1.067646677362922e-39,3.4184825036195244e-11,0.0014567859449934797,0.04475450787138301,3.5053822053151694e-66,0.00014208989932860722,7.353709283831138e-93,4.735249808526438e-27,0.0,0.7313759151063091,2.4704546589173153e-26,4.1542999299711816e-41,7.334852749475588e-101,0.9587668809741919,0.007371694222959196,0.06799679512965054,0.23633046641855351,0.2591208598080802,1.074559842520706e-05,0.0030732755156812385,0.3179840358537621,0.10778170223338703,0.021551657741323327,0.5765242299393765,0.7122663440029429,0.7611146652261847
a_kidera7,7.1332000364199345e-09,6.254880355315968e-67,8.958052896239817e-06,4.762305113162615e-15,7.682752679744949e-58,1.3771292798261819e-27,0.7893707304646346,1.4907928481176645e-17,0.7313759151063091,0.0,4.367499791828588e-195,3.050006110641519e-35,1.9476455637703018e-25,0.8070270561035807,0.17500214910750517,0.020105154195220687,0.553327119273185,0.02538061728314495,7.05767556110347e-14,0.011027669408221212,0.16962167898952055,0.7253847956958662,0.9530344929307968,0.2794177250985793,0.5267005888757637,0.011675210916597482
a_kidera8,0.951030516851301,6.710145201640457e-29,2.530165032871323e-16,1.768077517026881e-135,9.639834339115946e-38,8.882626437679151e-10,3.230429953840787e-18,6.643902593325335e-23,2.4704546589173153e-26,4.367499791828588e-195,0.0,3.44372937780406e-10,0.0023770696367699466,0.008627451591842548,0.01680185777147263,0.1705124793389114,0.7061373543783822,8.161746153796361e-06,6.28550697925065e-20,6.726264825392399e-07,0.6080867900168567,2.3514114822527946e-07,0.00021515356128090678,0.00478845514993192,0.34861363810993484,6.178742215803082e-05
a_kidera9,5.142450675005028e-168,6.819462499762516e-21,0.00019843791856645208,1.054976194420324e-56,4.287068944712708e-274,2.1305982689014773e-06,1.355557661173229e-12,1.541085402922936e-32,4.1542999299711816e-41,3.050006110641519e-35,3.44372937780406e-10,0.0,1.1375231172785012e-69,6.976088491073012e-05,0.00014587953037829078,0.17495326211980425,0.32203002038520556,0.0011440535407634376,0.0009332292725072682,0.011252631797472348,0.6655077339523563,0.004301881187890645,0.31379490638239704,0.8834056912313311,0.7314667331393254,0.003913746617128357
a_kidera10,1.1973986078846397e-23,7.437871000768374e-07,0.20859139620242215,0.7589224760741174,0.021654141388357105,8.551014781086735e-07,3.3180125075113034e-16,0.005861198077631298,7.334852749475588e-101,1.9476455637703018e-25,0.0023770696367699466,1.1375231172785012e-69,0.0,1.1520123764094207e-06,5.195866380475151e-07,0.6784825318464478,1.0859093435278116e-05,0.1763405735076795,0.04575848831792781,0.003245414937889998,4.481912501486156e-19,0.0007378098493350194,1.9902033931625458e-15,5.914413270669987e-13,0.3559213510041196,4.523957935800003e-08
b_length_bin,2.333939659346489e-19,0.11492775391924809,1.691991725410016e-14,0.838551814245559,3.6953142345980656e-09,0.000711262553523285,1.4178477623587667e-11,0.005927711869719539,0.9587668809741919,0.8070270561035807,0.008627451591842548,6.976088491073012e-05,1.1520123764094207e-06,0.0,0.05391229509555534,1.1152389797807617e-09,0.9078648998185097,0.0068336881704464045,5.793657608224355e-15,4.3506551228346986e-10,0.2676794709812818,0.0006100723674797396,0.0004926495918570554,1.3105183657389492e-05,0.8094063516653133,0.10350028913612011
b_V_segment_spec,4.7210035841343204e-07,0.36658298662558875,0.6109019986161457,0.029778484661350992,6.608565954423139e-19,0.2985120612898847,0.6100213866981747,0.002158418937217215,0.007371694222959196,0.17500214910750517,0.01680185777147263,0.00014587953037829078,5.195866380475151e-07,0.05391229509555534,0.0,8.05458042473e-24,0.05669130329005388,0.21834646116731127,3.3579954793848197e-13,1.8942054156285457e-06,0.2181225787828712,0.9886822271172337,5.659501949240607e-20,2.078763690654575e-13,0.14676769380894802,2.7252657778684613e-09
b_V_segment_agg,1.597593213966649e-05,0.09513263367018883,0.08442385892231544,0.6171387449848145,0.9776601719276286,0.00044723096806224545,0.2231374814699662,0.8136556966024964,0.06799679512965054,0.020105154195220687,0.1705124793389114,0.17495326211980425,0.6784825318464478,1.1152389797807617e-09,8.05458042473e-24,0.0,0.826010116711078,0.7144987028495058,0.3175557793070719,0.010624629422707397,0.8945797555430142,2.572046707324493e-10,6.690421853080641e-09,1.3712291406910469e-09,0.060061217371195054,0.08987614838213696
b_kidera1,0.7177130579442028,0.0007953251655661515,0.7781399917310335,0.09226944569448849,0.02166682271999895,0.19991288650140537,0.00026934179822512986,0.463975497215816,0.23633046641855351,0.553327119273185,0.7061373543783822,0.32203002038520556,1.0859093435278116e-05,0.9078648998185097,0.05669130329005388,0.826010116711078,0.0,2.150143690447131e-10,1.31081547887711e-81,0.0016748654446117354,9.064664911863593e-178,1.1727701179515826e-48,8.322231255983481e-10,1.3927446659112866e-38,5.108886235458091e-92,0.2757484611337877
b_kidera2,2.9665165264410943e-05,0.0002224679688115254,0.015185456977626417,0.014614370829397405,1.2865687026789192e-07,7.591909393983814e-05,0.17347288410521683,0.10855947736631327,0.2591208598080802,0.02538061728314495,8.161746153796361e-06,0.0011440535407634376,0.1763405735076795,0.0068336881704464045,0.21834646116731127,0.7144987028495058,2.150143690447131e-10,0.0,8.315950297594078e-15,7.167292402834839e-153,3.707489725681275e-26,3.8855608937821946e-80,3.391142830777659e-52,1.2707351761641634e-62,1.2002213169353612e-165,1.414161274573691e-35
b_kidera3,0.24297018633656156,1.1150015033379613e-36,0.8420729756488624,8.969232783186237e-05,3.09718046237896e-08,1.8988456110158324e-12,0.7617147213420551,0.8070420386767986,1.074559842520706e-05,7.05767556110347e-14,6.28550697925065e-20,0.0009332292725072682,0.04575848831792781,5.793657608224355e-15,3.3579954793848197e-13,0.3175557793070719,1.31081547887711e-81,8.315950297594078e-15,0.0,8.701118715269454e-45,5.983693025088144e-18,3.6351950728545012e-37,9.349236711979685e-05,0.2124792525010156,1.3144019755931229e-22,0.8536119200158645
b_kidera4,0.7121048288920848,0.012055324955611785,0.0827365558267843,0.21686594894309438,3.772433074041108e-08,4.178263805822571e-07,0.14283278807510352,1.2848624714025657e-05,0.0030732755156812385,0.011027669408221212,6.726264825392399e-07,0.011252631797472348,0.003245414937889998,4.3506551228346986e-10,1.8942054156285457e-06,0.010624629422707397,0.0016748654446117354,7.167292402834839e-153,8.701118715269454e-45,0.0,9.523377371336322e-15,3.587045371571518e-240,2.286764242080188e-33,2.2695745450796106e-33,2.6709552086130965e-15,2.981206487189113e-17
b_kidera5,0.4166987951561234,4.389728503269811e-12,0.19483344907625727,0.3296278670720757,3.496026475801616e-13,0.37477252629307856,0.0015388621872106584,0.23978653845302447,0.3179840358537621,0.16962167898952055,0.6080867900168567,0.6655077339523563,4.481912501486156e-19,0.2676794709812818,0.2181225787828712,0.8945797555430142,9.064664911863593e-178,3.707489725681275e-26,5.983693025088144e-18,9.523377371336322e-15,0.0,1.3280327361231058e-37,2.269120739676693e-64,6.207351612698457e-26,5.34475077569964e-13,9.586084722873833e-180
b_kidera6,0.020082194691557514,2.0551252350952346e-06,0.8052944224401307,0.061915950616918985,0.5859617247050357,1.9356978982568557e-10,0.37568263140814995,0.0014607599441838223,0.10778170223338703,0.7253847956958662,2.3514114822527946e-07,0.004301881187890645,0.0007378098493350194,0.0006100723674797396,0.9886822271172337,2.572046707324493e-10,1.1727701179515826e-48,3.8855608937821946e-80,3.6351950728545012e-37,3.587045371571518e-240,1.3280327361231058e-37,0.0,1.8292547041275742e-08,7.485924823541718e-34,0.2985839043373914,1.7058710292974395e-119
b_kidera7,0.2165556825160323,9.28842161237609e-07,0.1397077057832868,0.005709620018280364,2.3660984838108905e-13,0.005571125839386716,0.0001382766794571321,0.45264202574371215,0.021551657741323327,0.9530344929307968,0.00021515356128090678,0.31379490638239704,1.9902033931625458e-15,0.0004926495918570554,5.659501949240607e-20,6.690421853080641e-09,8.322231255983481e-10,3.391142830777659e-52,9.349236711979685e-05,2.286764242080188e-33,2.269120739676693e-64,1.8292547041275742e-08,0.0,0.0,1.6001652248082725e-26,0.17419190309231972
b_kidera8,0.6865635495982987,0.00042861233702175884,0.02961852171084009,0.0012212665038098505,3.4734099245621976e-16,0.19340768009263917,1.2150930508151375e-08,0.01964120138599926,0.5765242299393765,0.2794177250985793,0.00478845514993192,0.8834056912313311,5.914413270669987e-13,1.3105183657389492e-05,2.078763690654575e-13,1.3712291406910469e-09,1.3927446659112866e-38,1.2707351761641634e-62,0.2124792525010156,2.2695745450796106e-33,6.207351612698457e-26,7.485924823541718e-34,0.0,0.0,1.9149752752526032e-93,0.18783429873324894
b_kidera9,3.345166093031647e-05,0.2275523876007437,0.8057412504585617,0.3108810907094278,0.7648886707419663,0.07024021449161152,0.32269412896111704,0.021217744405833253,0.7122663440029429,0.5267005888757637,0.34861363810993484,0.7314667331393254,0.3559213510041196,0.8094063516653133,0.14676769380894802,0.060061217371195054,5.108886235458091e-92,1.2002213169353612e-165,1.3144019755931229e-22,2.6709552086130965e-15,5.34475077569964e-13,0.2985839043373914,1.6001652248082725e-26,1.9149752752526032e-93,0.0,1.0945739241286578e-27
b_kidera10,0.1259793686155085,4.865772250784541e-10,0.010565248103204646,0.030198156114546335,0.6033900092233502,0.09624808200422051,0.5057467139507652,0.769531892938917,0.7611146652261847,0.011675210916597482,6.178742215803082e-05,0.003913746617128357,4.523957935800003e-08,0.10350028913612011,2.7252657778684613e-09,0.08987614838213696,0.2757484611337877,1.414161274573691e-35,0.8536119200158645,2.981206487189113e-17,9.586084722873833e-180,1.7058710292974395e-119,0.17419190309231972,0.18783429873324894,1.0945739241286578e-27,0.0
